no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,0,0,0,168,2018,4,22,0,0,0,0,85.0,0,1
1,0,0,1,0,0,0,0,2018,5,31,4,0,0,0,0.0,0,0
2,0,2,3,0,0,1,59,2018,9,2,1,0,0,0,120.96,1,1
2,0,1,2,0,0,0,132,2018,6,27,1,0,0,0,70.44,1,0
2,0,0,2,0,0,0,50,2018,11,9,1,0,0,0,145.69,0,1
2,0,0,3,0,0,1,57,2017,11,17,0,0,0,0,60.0,0,0
1,0,0,1,0,0,0,58,2017,10,30,1,0,0,0,85.5,2,0
2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
2,0,1,0,0,0,0,258,2018,10,16,0,0,0,0,110.0,0,1
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
1,0,0,1,1,0,0,9,2018,5,18,1,1,0,1,124.0,1,0
2,2,2,3,2,0,3,157,2018,8,19,1,0,0,0,217.6,0,1
1,0,1,2,0,0,0,5,2017,9,7,1,0,0,0,78.03,0,0
3,0,1,5,0,0,1,128,2018,10,18,1,0,0,0,151.2,1,0
1,0,2,2,0,0,0,64,2018,3,18,1,0,0,0,93.5,0,0
2,0,2,1,0,0,0,81,2018,7,16,0,0,0,0,96.0,0,0
2,0,0,3,0,0,0,73,2018,3,24,0,0,0,0,53.38,1,0
2,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,105.0,0,0
1,0,1,2,0,0,0,10,2018,10,14,0,0,0,0,119.0,0,0
2,2,2,2,0,0,3,12,2018,5,13,1,0,0,0,216.0,0,1
2,0,2,1,0,0,0,100,2017,12,12,1,0,0,0,72.25,2,0
2,0,2,4,0,0,0,9,2017,9,3,1,0,0,0,122.33,2,0
2,0,1,3,0,0,0,210,2017,10,8,0,0,0,0,36.38,0,0
3,0,2,6,0,0,0,132,2018,7,12,0,0,0,0,96.9,1,0
2,0,2,2,0,0,1,24,2018,4,29,1,0,0,0,156.0,0,0
2,0,0,2,2,0,0,257,2017,7,1,0,0,0,0,101.5,0,1
2,1,0,1,0,0,0,23,2018,3,18,1,0,0,0,109.0,0,0
2,0,0,1,0,0,0,0,2018,5,12,1,0,0,0,141.0,1,0
2,0,2,3,0,0,0,209,2018,8,21,1,0,0,0,90.95,2,0
2,0,0,2,0,0,0,2,2017,9,11,2,0,0,0,100.0,0,0
2,0,0,3,1,0,0,155,2018,7,7,1,0,0,0,103.5,0,1
2,0,0,2,0,0,0,8,2018,3,18,1,0,0,0,125.0,1,0
1,0,0,1,1,0,0,14,2018,6,8,1,0,0,0,109.0,0,0
2,0,1,2,2,0,0,47,2018,10,3,1,0,0,0,153.0,1,1
2,0,0,3,0,0,0,86,2017,9,9,2,0,0,0,100.0,0,0
3,0,1,4,0,0,1,124,2018,8,8,1,0,0,0,146.7,0,1
2,0,1,0,1,0,0,44,2018,4,4,1,0,0,0,107.1,0,1
2,0,0,2,0,0,2,121,2018,6,30,1,0,0,0,88.77,1,0
1,0,2,0,0,0,0,13,2018,1,31,2,0,0,0,80.0,0,0
2,0,1,1,0,0,0,143,2018,8,13,1,0,0,0,114.3,0,1
1,0,2,1,0,0,0,116,2018,2,28,0,0,0,0,61.0,0,1
1,0,1,0,0,0,0,5,2017,9,28,2,0,0,0,65.0,0,0
2,0,2,5,0,0,0,214,2018,10,20,1,0,0,0,90.95,1,0
3,0,1,3,0,0,1,148,2018,8,15,1,0,0,0,136.43,1,1
1,0,0,2,0,0,0,172,2018,6,24,1,0,0,0,95.0,0,1
1,0,1,3,0,0,1,83,2018,10,6,1,0,0,0,132.3,0,1
1,0,0,2,0,0,0,17,2018,4,21,2,0,0,0,65.0,0,0
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,101.5,0,1
1,0,2,2,0,0,1,35,2018,4,22,1,0,0,0,118.8,0,1
2,0,2,5,1,0,0,161,2018,6,17,1,0,0,0,95.69,2,1
1,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,80.0,0,1
2,0,0,1,0,0,2,3,2018,7,2,4,1,0,3,0.0,2,0
2,0,0,1,0,0,0,37,2017,10,23,0,0,0,0,76.5,0,0
2,0,0,2,0,0,0,301,2018,11,18,0,0,0,0,52.0,0,1
1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,0
2,0,2,2,0,0,2,188,2018,9,4,1,0,0,0,112.01,1,1
2,0,0,2,0,0,0,245,2018,6,17,1,0,0,0,75.0,0,1
2,0,2,3,0,0,1,188,2017,8,23,1,0,0,0,89.25,1,0
3,0,0,1,0,0,4,12,2018,8,30,0,0,0,0,138.0,0,0
1,0,2,1,0,0,0,131,2018,4,16,1,0,0,0,81.3,0,0
2,2,1,3,0,0,3,81,2018,10,10,1,0,0,0,190.8,1,0
2,0,2,2,0,0,0,2,2018,5,15,0,0,0,0,81.75,1,0
1,0,2,2,0,0,0,31,2017,10,11,1,0,0,0,103.5,2,0
2,0,0,0,0,0,0,18,2018,11,7,1,0,0,0,0.0,1,0
2,0,0,1,0,0,0,9,2017,9,11,1,0,0,0,105.0,2,0
2,0,2,3,0,0,0,157,2018,8,21,1,0,0,0,75.27,0,1
2,2,0,4,0,0,3,3,2018,11,9,1,0,0,0,246.25,1,0
2,0,1,1,0,0,0,97,2018,3,12,1,0,0,0,78.3,0,1
2,0,1,1,0,0,0,35,2017,9,26,1,0,0,0,200.0,1,0
2,0,2,3,0,0,1,44,2017,11,5,0,0,0,0,60.0,0,0
2,0,0,2,1,0,0,45,2018,3,22,1,0,0,0,88.2,0,1
2,0,0,1,0,0,0,10,2018,2,6,1,0,0,0,93.0,1,0
2,0,1,2,2,0,0,105,2017,10,12,1,0,0,0,110.0,0,1
1,0,0,2,0,0,0,5,2018,5,24,2,0,0,0,100.0,0,0
2,0,1,0,0,0,0,263,2017,9,21,0,0,0,0,67.0,0,0
2,0,2,1,0,0,0,62,2018,9,11,1,0,0,0,135.9,0,1
3,0,2,1,2,0,0,138,2017,8,22,0,0,0,0,138.5,1,0
2,0,2,2,0,0,0,30,2018,6,19,0,0,0,0,85.5,0,0
1,0,0,1,0,0,0,0,2018,1,27,4,0,0,0,0.0,3,0
1,0,6,15,0,0,1,12,2018,3,30,1,0,0,0,128.06,0,1
1,1,2,2,0,0,0,68,2018,4,24,0,0,0,0,79.56,0,1
2,0,0,1,0,0,0,5,2017,10,21,1,0,0,0,0.0,0,0
2,0,1,4,0,0,0,336,2018,9,21,0,0,0,0,78.0,0,0
2,0,2,1,0,0,0,92,2018,3,26,0,0,0,0,100.0,0,1
2,0,1,4,0,0,0,87,2018,4,27,1,0,0,0,108.29,0,0
2,0,2,0,0,0,0,129,2018,5,22,1,0,0,0,105.3,2,0
2,0,2,3,0,0,0,294,2018,12,29,1,0,0,0,82.11,1,0
1,0,0,3,0,0,0,74,2017,11,17,1,0,0,0,63.75,1,1
2,0,1,1,1,0,0,41,2018,6,27,1,0,0,0,98.1,1,1
2,1,1,1,0,0,0,5,2018,3,21,1,0,0,0,128.0,2,0
2,0,0,1,0,0,0,10,2017,10,8,1,0,0,0,145.0,0,1
1,0,0,3,0,0,0,133,2018,6,9,1,0,0,0,121.5,1,0
2,0,1,3,0,0,2,183,2018,10,31,1,0,0,0,83.5,2,0
2,0,2,3,0,0,0,268,2018,4,8,0,0,0,0,78.0,0,1
2,0,1,2,0,0,0,280,2018,9,19,0,0,0,0,110.0,0,1
1,0,0,4,0,0,0,92,2017,10,7,0,0,0,0,65.0,0,0
2,0,0,5,0,0,1,9,2018,4,12,1,0,0,0,143.6,0,1
2,0,2,4,0,0,1,1,2018,2,5,1,0,0,0,106.0,1,0
2,0,1,4,0,0,0,3,2018,12,21,1,0,0,0,82.88,0,0
1,0,0,1,0,0,0,17,2017,10,30,0,0,0,0,95.0,0,0
2,0,0,3,1,1,0,6,2018,3,23,1,0,0,0,130.0,1,0
2,0,0,3,0,0,1,7,2018,3,23,1,0,0,0,148.0,0,0
3,0,2,1,0,0,1,71,2018,8,14,1,0,0,0,168.3,0,1
2,0,0,2,2,0,0,63,2017,9,4,0,0,0,0,116.0,0,0
2,1,0,2,0,0,1,311,2018,11,10,4,0,0,0,9.0,2,0
1,0,0,1,1,0,0,0,2018,9,15,1,0,0,0,159.0,0,0
2,0,0,2,0,0,0,263,2018,10,21,0,0,0,0,110.0,0,1
2,0,0,2,0,0,1,0,2017,10,15,1,0,0,0,136.0,1,0
3,0,2,4,0,0,1,202,2018,8,24,1,0,0,0,127.22,2,1
3,0,0,3,0,0,1,97,2018,9,27,1,0,0,0,168.3,2,1
2,0,2,3,0,0,0,42,2018,2,18,1,0,0,0,75.56,0,1
1,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,95.0,0,0
2,0,1,3,0,0,1,58,2018,4,25,1,0,0,0,86.72,1,0
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
2,0,1,3,1,0,0,239,2018,10,24,1,0,0,0,80.75,1,0
2,0,1,3,0,0,0,97,2018,3,24,1,0,0,0,64.98,1,0
2,0,2,3,0,0,0,276,2018,5,13,0,0,0,0,61.0,0,1
1,0,0,1,0,0,0,47,2018,4,12,1,0,0,0,99.9,0,1
1,0,0,1,1,0,0,0,2018,3,2,0,0,0,0,84.0,0,0
1,0,0,1,0,0,5,1,2018,5,17,4,1,4,16,0.0,1,0
2,0,0,2,0,0,1,10,2018,4,8,1,0,0,0,131.0,1,1
2,0,0,2,0,0,0,136,2018,5,6,1,0,0,0,105.3,1,0
2,0,2,2,0,0,1,71,2018,5,1,1,0,0,0,132.6,0,1
2,0,0,3,0,0,0,38,2017,10,6,1,0,0,0,94.5,1,0
2,0,2,0,2,0,0,275,2018,4,17,0,0,0,0,110.0,0,1
3,0,0,1,0,0,1,49,2018,9,2,1,0,0,0,142.2,0,1
2,0,2,6,0,0,1,77,2018,3,23,0,0,0,0,56.0,0,0
1,0,0,3,0,0,0,1,2018,5,10,1,0,0,0,98.56,1,0
2,0,0,3,1,0,0,27,2018,3,22,1,0,0,0,129.0,0,1
1,0,0,2,0,0,0,6,2018,3,1,2,1,0,13,66.0,1,0
2,0,0,2,0,0,0,4,2017,12,31,1,0,0,0,127.0,2,0
2,0,2,1,0,0,0,275,2018,10,1,1,0,0,0,106.2,0,1
2,2,0,1,0,0,3,0,2017,8,26,1,0,0,0,156.0,2,0
2,0,2,4,1,0,0,2,2018,2,10,1,0,0,0,80.67,0,0
2,0,2,4,1,0,0,26,2018,5,11,1,0,0,0,124.7,0,1
1,0,0,1,0,0,0,75,2018,6,15,2,1,0,4,65.0,0,0
2,0,1,2,0,0,0,89,2017,11,23,1,0,0,0,72.25,2,0
2,1,1,2,0,0,0,238,2018,10,28,1,0,0,0,112.5,0,1
1,0,0,1,0,0,1,2,2018,12,14,1,0,0,0,106.0,2,0
2,0,1,3,0,0,1,111,2018,6,9,1,0,0,0,132.6,1,0
1,0,0,1,0,1,0,0,2018,3,10,2,0,0,0,50.0,1,0
2,0,0,3,1,0,0,41,2018,3,15,1,0,0,0,71.1,1,0
2,0,0,0,0,0,0,36,2018,12,8,1,0,0,0,0.0,0,0
1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,0
2,0,0,1,0,0,0,15,2018,4,22,1,0,0,0,131.0,0,1
2,0,2,1,2,0,0,110,2017,7,25,0,0,0,0,94.5,0,1
1,0,1,0,0,0,0,5,2018,9,26,4,0,0,0,0.0,0,0
1,0,0,2,0,0,0,79,2017,11,13,0,0,0,0,70.0,0,0
1,0,1,2,0,0,0,180,2018,10,10,0,0,0,0,120.0,0,1
2,0,0,3,0,0,1,130,2018,9,29,1,0,0,0,139.5,2,0
1,0,0,1,0,0,0,8,2017,12,9,2,0,0,0,79.0,0,0
2,1,1,1,0,0,0,220,2018,9,3,1,0,0,0,143.1,1,1
1,0,1,2,0,0,0,4,2017,11,30,2,0,0,0,65.0,0,0
2,0,0,2,2,0,0,39,2017,8,14,0,0,0,0,101.5,0,0
2,0,2,2,0,0,0,4,2018,8,5,1,0,0,0,151.0,1,0
2,0,1,0,0,0,0,141,2017,9,20,0,0,0,0,90.0,0,0
2,0,0,4,0,0,0,270,2018,4,20,0,0,0,0,80.0,0,0
2,0,0,1,0,0,0,80,2018,6,23,1,0,0,0,96.3,1,0
2,0,1,4,0,0,0,141,2018,5,30,1,0,0,0,99.96,0,1
1,0,0,1,0,0,0,0,2018,7,20,3,0,0,0,79.0,0,0
1,0,2,1,0,0,0,12,2018,1,10,1,0,0,0,63.37,0,0
2,0,0,3,0,0,0,193,2017,10,15,0,0,0,0,65.0,0,1
1,0,2,1,0,0,0,30,2017,9,6,2,0,0,0,65.0,0,0
2,0,0,1,0,0,0,4,2018,3,23,0,0,0,0,72.0,1,0
2,0,0,1,1,0,0,41,2018,9,2,1,0,0,0,99.0,0,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
2,0,2,3,0,0,0,118,2018,4,30,1,0,0,0,97.75,1,0
2,0,1,0,1,0,0,130,2018,9,18,1,0,0,0,118.8,1,1
3,0,1,3,0,0,1,101,2018,12,8,1,0,0,0,119.0,2,0
2,0,1,3,1,0,0,32,2018,8,29,1,0,0,0,101.03,1,1
2,0,0,1,0,0,0,28,2018,9,27,0,0,0,0,75.0,2,0
2,0,0,2,0,0,0,88,2018,10,7,2,0,0,0,90.0,1,0
2,0,0,1,0,0,0,105,2018,4,6,0,0,0,0,75.0,0,1
2,0,0,3,0,0,0,72,2018,3,31,1,0,0,0,67.22,1,0
2,0,2,2,0,0,0,6,2017,12,6,0,0,0,0,58.0,0,0
2,0,2,0,0,0,1,48,2018,10,9,1,0,0,0,139.5,1,1
2,0,1,2,0,0,4,105,2018,10,28,2,0,0,0,110.97,0,0
2,0,2,1,0,0,0,20,2018,1,30,1,0,0,0,89.0,1,0
2,0,1,3,2,0,0,13,2018,2,29,1,0,0,0,107.8,0,0
2,0,0,2,0,0,0,317,2018,9,15,0,0,0,0,120.0,0,1
1,0,0,4,0,0,0,195,2018,10,18,1,0,0,0,90.9,2,1
2,0,1,2,1,0,0,111,2018,11,28,1,0,0,0,79.2,2,1
2,0,2,4,0,0,1,123,2018,5,22,1,0,0,0,114.75,1,1
2,0,2,0,0,0,1,52,2018,7,31,1,0,0,0,149.4,1,0
2,0,0,4,0,0,1,1,2018,7,6,1,0,0,0,168.5,0,0
2,0,1,2,1,0,0,56,2018,5,13,1,0,0,0,116.1,1,0
2,0,0,2,0,0,1,0,2018,11,30,1,0,0,0,63.2,0,0
2,0,0,4,0,0,0,32,2017,9,23,1,0,0,0,155.8,1,0
2,0,0,2,2,0,0,346,2018,9,13,1,0,0,0,115.0,1,1
1,0,0,1,0,1,0,1,2018,3,2,1,0,0,0,104.0,2,0
1,0,1,0,1,0,0,21,2018,3,20,1,0,0,0,106.0,1,0
2,0,0,3,0,0,1,63,2018,5,10,1,0,0,0,140.4,0,1
2,0,0,3,0,0,0,314,2018,10,12,0,0,0,0,75.0,0,1
2,0,2,3,0,0,1,47,2018,10,16,1,0,0,0,97.82,1,0
2,2,1,2,0,0,3,29,2017,12,4,1,0,0,0,183.67,1,0
2,0,1,1,1,1,0,7,2017,8,15,1,0,0,0,85.0,0,0
2,2,0,1,0,0,3,14,2018,7,21,1,0,0,0,231.0,2,0
3,0,2,5,0,0,1,19,2018,2,19,1,0,0,0,130.0,1,0
2,0,2,3,0,0,0,82,2018,3,27,1,0,0,0,84.15,1,0
2,0,0,2,0,0,0,88,2018,10,7,2,0,0,0,90.0,1,0
1,0,1,1,0,0,0,0,2017,11,9,2,1,0,2,65.0,0,0
2,0,1,3,0,0,0,4,2017,8,17,1,0,0,0,122.0,3,0
2,0,1,4,0,0,0,33,2018,2,15,1,0,0,0,80.82,1,0
2,0,2,2,0,1,0,92,2018,7,17,1,0,0,0,123.5,0,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
1,0,0,5,0,0,0,28,2018,12,20,1,0,0,0,74.8,0,1
2,0,2,1,0,0,1,128,2018,6,26,1,0,0,0,109.8,1,0
1,0,0,1,0,0,0,15,2018,2,19,2,0,0,0,81.0,0,0
2,0,2,1,0,0,1,8,2018,5,29,1,0,0,0,124.1,1,0
1,0,0,2,0,0,0,32,2017,11,20,0,0,0,0,73.0,0,0
1,0,0,1,0,0,0,35,2018,3,10,1,0,0,0,71.1,0,1
2,0,0,2,0,0,0,315,2018,12,2,0,0,0,0,52.0,0,0
2,0,0,3,0,0,1,26,2018,4,27,1,0,0,0,140.67,0,1
2,0,2,1,0,0,0,44,2018,4,23,0,0,0,0,95.0,1,0
2,0,1,3,1,0,0,106,2018,5,2,1,0,0,0,65.79,0,1
2,0,1,1,1,0,0,130,2018,11,12,1,0,0,0,79.2,0,1
2,0,0,2,0,0,0,35,2018,12,20,1,0,0,0,93.6,0,1
2,0,0,3,0,0,0,183,2018,9,8,0,0,0,0,110.0,1,1
1,0,0,2,0,0,0,181,2018,10,11,0,0,0,0,120.0,0,1
2,0,0,1,0,0,0,18,2018,4,13,2,0,0,0,129.0,0,0
2,1,0,2,0,0,0,44,2018,10,28,0,0,0,0,100.0,0,0
3,0,0,2,0,0,1,72,2018,4,13,1,0,0,0,137.7,2,0
3,0,2,0,0,0,1,79,2018,9,11,1,0,0,0,168.3,0,1
2,0,0,1,0,0,0,40,2018,6,21,1,0,0,0,76.92,0,1
2,0,1,2,0,0,1,32,2018,4,1,1,0,0,0,131.4,0,1
2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
2,2,2,1,0,0,3,32,2018,9,24,1,0,0,0,197.7,2,0
1,0,2,1,0,1,0,3,2018,3,13,2,1,0,1,67.0,0,0
2,0,1,0,0,0,0,39,2018,12,18,1,0,0,0,74.88,1,0
2,0,2,0,0,0,0,85,2018,10,30,1,0,0,0,90.9,1,1
1,0,2,3,1,0,0,6,2018,11,24,1,0,0,0,68.67,0,0
2,0,0,2,1,0,0,142,2018,7,1,1,0,0,0,85.5,1,0
2,0,0,2,2,0,0,273,2017,7,17,0,0,0,0,109.0,0,1
2,0,2,1,0,0,0,144,2018,4,24,0,0,0,0,71.0,0,0
2,0,0,3,0,0,0,433,2018,9,8,0,0,0,0,70.0,0,1
2,0,1,0,0,0,0,13,2018,3,20,0,0,0,0,85.0,1,0
1,0,0,1,0,0,0,2,2018,1,27,4,0,0,0,0.0,0,0
2,0,0,3,0,0,0,148,2018,9,14,0,0,0,0,130.0,0,1
2,0,0,2,0,0,0,22,2017,9,18,1,0,0,0,124.0,1,1
1,0,2,1,0,0,0,93,2018,10,15,1,0,0,0,115.0,0,1
1,0,0,2,0,0,0,79,2017,11,13,0,0,0,0,70.0,0,0
1,0,0,3,1,0,0,21,2018,10,25,0,0,0,0,85.0,0,0
1,0,0,2,2,0,0,6,2017,12,10,1,0,0,0,0.0,0,0
1,0,0,2,2,0,0,6,2017,12,10,1,0,0,0,0.0,0,0
2,0,0,2,2,0,0,30,2017,9,30,0,0,0,0,121.0,0,0
1,0,0,1,0,0,0,46,2018,11,23,1,0,0,0,86.4,2,0
1,0,3,5,0,0,0,10,2018,5,29,2,0,0,0,110.0,0,0
2,0,1,2,0,0,1,2,2017,11,27,1,0,0,0,59.75,1,0
2,0,1,1,0,0,0,3,2018,8,22,2,0,0,0,100.0,0,0
1,0,1,1,0,0,0,3,2017,9,7,1,0,0,0,123.5,2,0
2,0,2,2,0,0,0,87,2018,6,11,0,0,0,0,95.0,0,0
2,0,2,2,0,0,0,10,2018,12,3,1,0,0,0,89.89,1,0
1,0,0,1,0,0,0,0,2018,3,23,2,1,0,12,65.0,0,0
2,0,0,1,1,0,0,9,2018,4,19,1,0,0,0,89.0,0,1
1,0,2,0,0,0,0,91,2018,8,21,1,0,0,0,112.5,0,0
2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
0,2,0,3,0,0,2,156,2018,8,31,1,0,0,0,108.66,0,1
2,0,0,2,0,0,1,7,2018,2,26,4,0,0,0,0.0,2,0
1,0,1,1,0,0,4,11,2018,7,18,0,0,0,0,181.0,0,0
2,0,0,3,0,0,0,86,2018,3,10,0,0,0,0,58.0,0,0
1,0,2,0,0,0,0,24,2017,10,25,1,0,0,0,94.8,0,0
2,0,1,0,1,0,0,1,2018,7,11,1,0,0,0,87.82,0,0
2,1,2,1,0,0,0,130,2018,7,16,1,0,0,0,103.56,2,0
2,0,1,0,0,0,0,286,2018,10,16,1,0,0,0,90.0,0,1
2,0,2,2,0,0,0,57,2018,12,2,1,0,0,0,88.4,1,0
2,0,2,1,0,0,0,282,2017,10,10,0,0,0,0,76.67,0,0
1,0,0,2,2,0,0,256,2018,6,15,0,0,0,0,90.0,0,0
2,0,0,2,1,0,0,4,2018,2,12,1,0,0,0,79.0,1,0
1,2,4,9,0,0,3,30,2018,11,2,1,0,0,0,186.22,0,1
1,0,1,0,0,0,0,39,2018,9,25,1,0,0,0,129.7,0,0
1,0,0,2,2,0,0,273,2017,7,17,0,0,0,0,87.0,0,0
2,0,1,2,0,0,0,193,2018,6,20,1,0,0,0,120.0,0,1
3,0,2,1,0,0,1,7,2018,5,22,1,0,0,0,177.0,2,0
2,0,0,3,0,0,0,259,2018,5,5,0,0,0,0,90.0,0,1
2,0,2,2,0,0,0,69,2018,3,20,0,0,0,0,59.5,0,0
1,0,2,1,1,0,0,9,2018,2,21,1,0,0,0,79.0,0,1
2,0,1,2,0,0,0,89,2018,4,8,1,0,0,0,87.3,1,0
2,1,0,3,0,0,0,2,2018,12,20,1,0,0,0,117.5,1,0
2,0,2,2,1,0,0,139,2018,6,19,0,0,0,0,72.25,0,0
2,0,2,0,0,0,0,146,2018,4,24,0,0,0,0,95.0,0,1
3,0,2,3,0,1,1,56,2018,3,20,1,0,0,0,133.1,3,0
2,0,0,1,0,0,0,9,2018,6,23,1,0,0,0,91.0,0,1
1,0,0,1,0,0,0,3,2017,11,5,2,1,0,1,65.0,0,0
2,0,0,3,0,0,0,104,2017,12,3,0,0,0,0,75.0,0,0
3,0,1,5,0,0,1,47,2018,8,23,1,0,0,0,163.95,0,0
2,0,1,0,1,0,0,59,2018,10,10,1,0,0,0,108.0,1,0
2,0,1,4,0,0,0,11,2017,8,17,1,0,0,0,90.0,2,1
2,0,1,2,0,0,0,2,2017,8,17,1,0,0,0,127.33,1,0
2,0,1,2,0,1,0,172,2018,8,19,1,0,0,0,117.3,2,1
1,0,0,4,0,0,1,191,2018,8,30,1,0,0,0,84.43,2,1
2,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,0,1
2,0,1,2,1,0,0,178,2018,7,22,1,0,0,0,88.5,0,1
2,0,2,5,0,0,0,144,2018,7,16,0,0,0,0,72.25,0,0
2,0,2,1,2,0,0,131,2017,8,15,0,0,0,0,94.5,0,1
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,101.5,0,0
2,0,0,1,1,0,0,56,2018,7,27,1,0,0,0,125.1,1,0
2,1,2,2,0,0,0,84,2018,8,14,1,0,0,0,134.1,0,1
2,0,2,2,1,0,0,45,2018,5,21,1,0,0,0,116.1,1,0
2,0,0,2,1,0,0,45,2018,4,13,1,0,0,0,94.5,1,0
2,0,0,4,0,0,1,12,2018,12,28,1,0,0,0,125.8,1,0
2,0,2,1,0,0,0,275,2018,10,1,1,0,0,0,106.2,0,1
1,0,1,3,0,0,0,11,2018,5,30,2,0,0,0,121.0,0,1
2,0,1,1,0,0,1,149,2018,7,4,1,0,0,0,114.3,1,1
1,0,0,3,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,1
2,0,2,2,0,0,0,71,2018,6,17,0,0,0,0,80.75,1,0
2,1,2,2,0,0,2,39,2017,12,27,1,0,0,0,99.86,1,0
2,0,0,3,0,0,0,1,2017,8,11,1,0,0,0,105.0,3,0
2,0,1,2,2,0,0,418,2018,9,26,0,0,0,0,107.0,0,1
1,1,0,3,0,0,1,103,2018,10,26,1,0,0,0,123.3,0,0
2,0,1,3,0,0,0,28,2018,1,4,0,0,0,0,87.0,1,0
2,0,1,2,0,0,0,305,2018,11,4,0,0,0,0,89.0,0,1
2,0,0,4,0,0,0,132,2018,6,28,1,0,0,0,90.95,0,0
2,0,0,2,0,0,0,9,2018,3,16,1,0,0,0,109.0,1,0
1,0,0,1,0,0,0,1,2017,8,11,2,0,0,0,70.0,0,0
2,0,0,2,0,0,0,59,2017,10,29,0,0,0,0,85.0,0,0
2,0,1,2,0,0,1,147,2018,8,22,1,0,0,0,118.8,0,1
2,0,1,3,0,0,0,69,2018,3,24,0,0,0,0,59.5,0,0
2,0,0,3,0,0,0,30,2017,10,14,1,0,0,0,96.3,5,0
2,0,2,2,1,0,0,207,2018,10,28,1,0,0,0,62.54,1,0
2,1,2,3,0,0,0,14,2018,3,19,1,0,0,0,146.2,2,0
2,0,1,5,0,0,1,123,2018,9,20,1,0,0,0,143.1,1,1
1,0,1,3,0,0,0,37,2017,10,19,1,0,0,0,90.9,3,0
2,0,1,3,1,0,0,92,2018,6,20,1,0,0,0,81.95,0,0
2,0,2,1,0,0,0,12,2018,1,2,0,0,0,0,82.0,0,0
2,0,2,3,0,0,0,303,2018,8,19,0,0,0,0,78.0,1,0
1,0,0,2,0,0,0,28,2018,5,19,2,0,0,0,95.0,0,1
2,0,0,3,1,0,0,13,2018,6,29,1,0,0,0,132.33,1,0
2,2,0,2,0,0,3,145,2018,8,17,1,0,0,0,190.8,2,0
2,0,0,3,0,0,1,8,2017,11,11,1,0,0,0,107.0,1,0
3,0,2,2,0,0,1,60,2018,12,23,1,0,0,0,130.9,0,1
2,0,0,2,2,0,0,292,2018,7,21,1,0,0,0,115.0,0,1
1,0,0,1,0,0,0,0,2017,11,26,4,1,0,10,0.0,1,0
3,0,0,2,0,0,1,109,2018,8,19,1,0,0,0,150.3,0,1
2,0,2,5,0,0,0,220,2018,11,29,1,0,0,0,73.95,2,0
1,0,0,1,0,0,0,51,2018,3,16,2,0,0,0,85.5,0,0
2,0,2,2,0,0,0,63,2018,9,3,1,0,0,0,106.88,2,0
2,0,0,1,0,0,0,3,2018,5,28,1,0,0,0,155.0,1,0
2,0,1,3,0,0,0,210,2017,10,8,0,0,0,0,72.75,0,0
2,0,1,2,0,0,0,113,2018,4,25,1,0,0,0,96.3,0,0
2,0,2,0,0,0,0,71,2018,10,30,1,0,0,0,75.54,1,0
2,0,0,2,2,0,0,256,2018,6,15,0,0,0,0,115.0,1,1
2,0,1,2,0,0,1,5,2018,4,22,1,0,0,0,136.0,1,0
1,0,0,1,0,0,0,53,2018,10,14,0,0,0,0,120.0,0,0
2,0,0,1,1,0,0,38,2018,3,24,1,0,0,0,88.2,0,1
1,0,2,0,0,0,0,5,2018,5,8,0,0,0,0,84.0,0,0
2,0,0,1,0,0,0,18,2018,12,23,1,0,0,0,104.0,0,0
2,0,0,2,1,0,0,45,2018,3,11,1,0,0,0,71.1,0,1
3,0,0,3,0,0,1,22,2018,11,17,1,0,0,0,118.58,1,0
2,0,0,1,0,0,0,92,2018,11,11,0,0,0,0,90.0,0,0
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
1,0,0,2,0,0,0,32,2017,11,20,0,0,0,0,73.0,0,0
2,2,0,2,0,0,3,52,2018,12,2,1,0,0,0,156.6,1,0
2,0,0,2,0,0,0,27,2017,9,30,0,0,0,0,108.0,0,0
2,1,0,2,0,0,0,31,2018,8,3,1,0,0,0,152.1,1,1
2,0,1,0,0,0,0,37,2018,9,25,0,0,0,0,85.5,0,0
